Commune,Date de fin d'autorisation,Date début validité,Date fin validité,Exploitation en eau,Exploitée par,Identifiant,Latitude,Longitude,Nom,Numéro S3IC,Produits,Site en activité,Substances,Type,Volume total (kt),Volume total (m³)
PRECY-SUR-OISE,2037,2007-02-26T00:00:00,2037-02-26T00:00:00,Oui,IMERYS MINERAUX FRANCE,87243,49.200166,2.358317,"Le Ringuet, Les Girouettes",0005103174,"Charge, Agriculture",Oui,Craie,AP de d'extension/renouvellement,,
LIMEYRAT,2035,2015-01-07T00:00:00,2035-01-07T00:00:00,Oui,OCCITANIE PIERRES,87259,45.189302,0.985652,"Le Raysse, Les Clauds Longs, Les Grands Genévriers",0005203069,Calcaire (PO),Oui,Calcaire,AP de d'extension/renouvellement,,
PAUSSAC-ET-SAINT-VIVIEN,2029,2021-05-18T00:00:00,,Non,CONSTANT ET FILS,87266,45.339624,0.541587,"Aux journaux, Aux Carrières",0005203155,Calcaire-voirie,Oui,Calcaire,AP de changement d'exploitant,,
LA TOUR-BLANCHE-CERCLES,2024,1994-01-20T00:00:00,2024-01-20T00:00:00,Oui,MEAC,87273,45.35557,0.428334,"Bourgogne, Jovelle, Les Boises, Bois de Halas",0005203368,"Amendement, Charge, Concassé de roche calcaire",Oui,Calcaire,AP d'autorisation,,
MAURUPT-LE-MONTOIS,2045,2015-05-19T00:00:00,2045-05-19T00:00:00,Non,IMERYS TOITURE,87367,48.744022,4.831197,"La Garenne, Le Rael, les Colards, l'Etang, la Clouée, Le Haut des Colards",0005700729,,Oui,Roches argileuses (argiles),AP de d'extension/renouvellement,4240000,2279570
COUPEVILLE,2032,2021-06-22T00:00:00,2032-06-29T00:00:00,Oui,OMYA SAS,87368,48.92389018380085,4.580493386161542,"Les Cugnots, Triboulot",0005700597,Charge,Oui,Craie,AP de d'extension/renouvellement,3450,2300000
CONGY,2024,2009-06-15T00:00:00,2024-06-15T00:00:00,Non,MEULOT DANY,87369,48.860948,3.81668,La Noue,0005701870,Agriculture,Oui,"Silt, limon",AP de renouvellement,27331,17082
SOULANGES,2038,2008-12-19T00:00:00,2038-12-19T00:00:00,Non,CIMENTS CALCIA,87374,48.771856,4.563741,"Le haut de Villiers, la ferme de Bayarne, Les Pièces de la Route, la Côte Ronde, La Comme de Biche, La Comme la Rousse, La vieille Garenne, Au-dessus de Villers, Le Poirierdu Bois",0005703374,Ciment,Oui,Calcaire,AP de d'extension/renouvellement,69000.00,34500000.00
LA VEUVE,2036,2006-05-09T00:00:00,2036-05-09T00:00:00,Oui,OMYA SAS,87376,49.017596,4.321129,La Petite Nau,0005700898,Charge,Oui,Craie,AP de d'extension/renouvellement,2700.00,1800000.00
GIVRY-LES-LOISY,2027,2012-03-08T00:00:00,2027-03-08T00:00:00,Non,LECLERC ETAV,87377,48.891618,3.931529,Le Mont Jay,0005700636,Agriculture,Oui,Craie,AP de d'extension/renouvellement,300000,244650
VESCOURS,2040,2020-07-20T00:00:00,2040-07-20T00:00:00,Non,SAS WIENERBERGER,87382,46.479648579914425,5.014171449247378,Grand Crevé,0006100355,Tuiles et briques,Oui,Roches argileuses (argiles),AP de d'extension/renouvellement,1411.2,784000
SAINT-ETIENNE-SUR-REYSSOUZE,2024,2023-04-27T00:00:00,2024-12-31T00:00:00,Non,SAS WIENERBERGER,87390,46.393134,5.010543,En Pavode,0006100294,Terre cuite,Oui,Roches argileuses (argiles),AP de renouvellement,,
PLAGNE,2025,1995-04-22T00:00:00,2025-04-22T00:00:00,Non,SOCIETE D'EXPLOITATION DE SABLES ET MINERAUX (SAMIN),87389,46.19138,5.732335,Les Mares,0006100300,"Amendement, Produit de fonderie, Verre, Chaux",Oui,Carbonate de calcium,AP de d'extension/renouvellement,3200,
MONTCET,2047,2017-05-31T00:00:00,2047-05-31T00:00:00,Oui,THIERRY DANNENMULLER TLTP,87391,46.230899,5.122462,"Petite Vernay, Les Ravelettes, Au Coutay, Au Vernay",0006100251,Granulat alluvionnaire,Oui,Sables et graviers alluvionnaires,AP de d'extension/renouvellement,2100,1200000
DROM,2050,2020-07-07T00:00:00,2050-07-07T00:00:00,Non,GUINET DERRIAZ CARRIÈRES,87395,46.206722,5.363594,Vers Fay,0006100124,"Granulat, concassé, Calcaire (PO)",Oui,Calcaire,AP de d'extension/renouvellement,1300,500000
CHAMPDOR-CORCELLES,2052,2022-07-13T00:00:00,2052-07-13T00:00:00,Oui,CARRIERES BLANC,87397,46.004745,5.574051,Les Grandes Tronches,0006100087,Calcaire (PO),Oui,Calcaire,AP de d'extension/renouvellement,8343,3090000
MORZINE,2037,2007-06-21T00:00:00,2037-06-21T00:00:00,Non,ARDOISIERE DU FANGLE GROROD,87400,46.183583,6.721734,Les Planets,0006101862,Ardoise (PO),Oui,Schiste ardoisier,AP de d'extension/renouvellement,20,
MORZINE,2037,2007-06-21T00:00:00,2037-06-21T00:00:00,Non,MAURICE BUET,87402,46.182727,6.722997,"Le Fangle, Bois de la Cative, l'Adroit des Meuniers",0006101863,Ardoise (PO),Oui,Schiste ardoisier,AP de d'extension/renouvellement,2,
AIME-LA-PLAGNE,2025,2023-02-02T00:00:00,2025-02-02T00:00:00,Non,SAS YELMINI ARTAUD,87430,45.54607,6.614725,Sainte Anne,0006101497,,Oui,Marbres,AP de renouvellement,,
SAINT-JEAN-DE-MAURIENNE,2042,2012-03-30T00:00:00,2042-03-30T00:00:00,Oui,SOCIETE GYPSE DE MAURIENNE,87431,45.260611,6.323143,Les Rossières,0006101640,"Ciment, Plâtre",Oui,Gypse et anhydrite,AP de d'extension/renouvellement,,
GIVORS,2030,2000-03-03T00:00:00,2030-03-03T00:00:00,Non,TUILERIE BLACHE,87435,45.575301,4.778893,Le Bouchage,0006101361,Tuiles et briques,Oui,Roches argileuses (argiles),AP de d'extension/renouvellement,,
SOUZY,2041,2011-07-19T00:00:00,2041-07-19T00:00:00,Oui,IMERYS TC,87436,45.695376,4.440883,La Menue,0006101364,Tuiles et briques,Oui,Roches argileuses (argiles),AP de d'extension/renouvellement,,
OINGT,2033,2014-03-26T00:00:00,,Non,TERRE DE PRONY,87437,45.948196,4.577735,Prony,0006101392,Tuiles et briques,Oui,Roches argileuses (argiles),AP de changement d'exploitant,,
MABLY,2041,2018-04-12T00:00:00,,Non,BOUYER LEROUX,87440,46.083269,4.041593,Les Tuileries,0006101210,Tuiles et briques,Oui,Roches argileuses (argiles),AP de changement d'exploitant,,
SURY-LE-COMTAL,2023,2018-04-12T00:00:00,,Non,BOUYER LEROUX,87442,45.527774,4.190195,"L'Horme, Les Appens",0006101308,Tuiles et briques,Oui,Roches argileuses (argiles),AP de changement d'exploitant,,
CHALAIN-LE-COMTAL,2039,2018-04-12T00:00:00,,Non,BOUYER LEROUX,87443,45.645627,4.176336,Bourg Est,0006101152,Tuiles et briques,Oui,Roches argileuses (argiles),AP de changement d'exploitant,,
GREZIEUX-LE-FROMENTAL,2028,2023-10-13T00:00:00,2028-08-26T00:00:00,Non,CLARIANT PRODUCTION FRANCE,87445,45.618086,4.164597,"Le Thévenon, Lachaud",0006101203,Absorption,Oui,,AP de renouvellement,,76000
UCEL,2027,1997-06-06T00:00:00,2027-06-06T00:00:00,Non,M. SIMON LABROT,87452,44.64680759099744,4.39103786030761,Bréchignac,0006100470,Grès (PO),Oui,Grès ss,AP de d'extension/renouvellement,,
SAINT-JULIEN-DU-SERRE,2051,2021-12-06T00:00:00,2051-12-06T00:00:00,Non,FD et Associés,87453,44.669015178608,4.425189517894566,Moulin de la Vigne,0006100444,Grès (PO),Oui,Grès ss,AP de d'extension/renouvellement,241.9,91660
SAINT-ANDEOL-DE-VALS,2043,2013-03-13T00:00:00,2043-03-13T00:00:00,Oui,M. FANGIER DOMINIQUE,87454,44.70589273812238,4.408189514246206,La Fiagouse,0006100436,Granulat meuble divers,Oui,Arènes granitiques,AP de d'extension/renouvellement,300,
LYAS,2042,2012-11-09T00:00:00,2042-11-09T00:00:00,Oui,M. LOUIS PIERRE ANDRE,87455,44.753883,4.588432,Rabeirol,0006100419,Grès (PO),Oui,Grès ss,AP de d'extension/renouvellement,220,
SAINT-BAUZILE,2039,2016-10-03T00:00:00,,Oui,CHEMVIRON FRANCE SAS,87456,44.679557991038166,4.68707400894972,Montagne d'Andance,0006100437,"Abrasif, Concassé de roche volcanique",Oui,"Diatomite, Basalte",AP de changement d'exploitant,,
VIVIERS,2048,2018-03-02T00:00:00,2048-03-02T00:00:00,Oui,LAFARGE CIMENTS,87457,44.522021,4.683741,Montagne Saint Victor,0006100476,Ciment,Oui,Calcaire argileux,AP de d'extension/renouvellement,45500,
ECLASSAN,2023,1999-05-21T00:00:00,2023-12-13T00:00:00,Oui,ENTREPRISE VIVAROISE DE TRAVAUX PUIBLICS,87459,45.162969,4.742623,Montbard,0006100399,Concassé de roche plutonique,Oui,Granites et granitoides,AP de changement d'exploitant,800,
LAMASTRE,2029,2014-06-13T00:00:00,2029-06-13T00:00:00,Oui,ROFFAT,87460,44.991471,4.596601,Malpas,0010200067,Concassé de roche métamorphique,Oui,Gneiss,AP de d'extension/renouvellement,1000,
SAINT-PERAY,2029,2019-08-07T00:00:00,2029-08-26T00:00:00,Oui,BONNARDEL,87462,44.929712,4.802469,Gergne,0006100455,Concassé de roche plutonique,Oui,Granites et granitoides,AP de d'extension/renouvellement,,
SAINT-ALEXANDRE,,2010-07-23T00:00:00,,Non,EIFFAGE TRAVAUX PUBLICS MEDITERRANEE,87471,44.216517,4.629998,Roquebrune,0006600691,Calcaire (PO),Oui,Calcaire,AP de changement d'exploitant,,
POMPIGNAN,,2005-08-25T00:00:00,,Non,CARRIERES DE POMPIGNAN ROBERT CRES,87476,43.901379,3.866941,Le Devois Long - Les Cabasses,0006600651,Pierres ornementales,Oui,Calcaire,AP de procès-verbal de récolement partiel,,
VERS-PONT-DU-GARD,2024,2020-01-03T00:00:00,2024-07-30T00:00:00,Non,SA PROROCH,87485,43.976379,4.520918,Le Garachol,0006600822,Calcaire (PO),Oui,Calcaire gréseux,AP de d'extension/renouvellement,,
VILLEVIEILLE,2024,2022-04-19T00:00:00,2024-11-25T00:00:00,Non,SA PROROCH,87487,43.807021,4.098666,La Garenne,0006600833,Calcaire (PO),Oui,Calcaire,AP de renouvellement,,
NIMES,2048,2018-10-01T00:00:00,2048-10-01T00:00:00,Non,SELE,87489,43.88338,4.302063,Barutel,0006600616,Calcaire (PO),Oui,Calcaire,AP de renouvellement,43.62,18965
SERVIERS-ET-LABAUME,2029,2009-03-01T00:00:00,,Non,MONIER,87490,44.041767,4.344788,Queyrol,0006600771,Produits réfractaires,Oui,Groupe des kaolinites,AP de changement d'exploitant,,
BELLEGARDE,2052,2022-08-29T00:00:00,2052-08-29T00:00:00,Non,CIMENTS CALCIA,87494,43.72404173370866,4.456306469855666,Pichegut,0006600465,Ciment,Oui,Roches argileuses (argiles),AP de d'extension/renouvellement,2875,1437500
FOURNES,2034,2004-03-16T00:00:00,2034-03-16T00:00:00,Non,PAREFEUILLE PROVENCE,87495,43.926311,4.610053,Les Fosses,0006600539,,Oui,Roches argileuses (argiles),AP d'autorisation,598,299000
FOURNES,2031,2011-02-25T00:00:00,2031-02-25T00:00:00,Non,IMERYS REFRACTORY MINERALS CLERAC,87496,43.931341,4.608525,Le Pijol,0006600538,Tuiles et briques,Oui,Roches argileuses (argiles),AP de d'extension/renouvellement,,
LAURENS,2034,2018-01-29T00:00:00,,Non,CARRIERES DE FRANCE,87500,43.522601,3.211467,Le Causse 726,0006601045,,Oui,Marbres,AP de changement d'exploitant,,
BEAULIEU,2036,2006-09-08T00:00:00,2036-07-01T00:00:00,Non,SA PROROCH,87506,43.714909,4.02031,Régagnat,0006600879,Calcaire (PO),Oui,Calcaire,AP de d'extension/renouvellement,960,
MONTJOI,2023,2014-11-24T00:00:00,,Non,CARRIERES DE MONTJOI,87518,42.996474,2.471537,Laura de Frayzie,0018200040,,Oui,Marbres,AP de changement d'exploitant,,
SAINT-PAPOUL,2033,2007-01-14T00:00:00,,Oui,TERREAL,87526,43.346206,2.038328,La Borie,0006600337,Tuiles et briques,Oui,Roches argileuses (argiles),AP de changement d'exploitant,,
CAUNES-MINERVOIS,2029,1999-02-11T00:00:00,2029-02-11T00:00:00,Non,MARBRES CYRNOS,87527,43.337585,2.546493,La Bouriette,0006600089,,Oui,Marbres,AP de renouvellement,180,66700
CAUNES-MINERVOIS,2049,2019-12-24T00:00:00,2049-12-24T00:00:00,Oui,MARBRES CYRNOS,87528,43.33695437470683,2.538484982985915,Terralbo Est,0006600090,,Oui,Marbres,AP de renouvellement,,
CAUNES-MINERVOIS,2026,1996-03-01T00:00:00,2026-03-01T00:00:00,Non,SARL AGE,87529,43.32612045688534,2.4928168600361724,Garrigues de Villeramberg,0006600088,,Oui,Marbres,AP de d'extension/renouvellement,510,
PORT-LA-NOUVELLE,2032,2002-12-10T00:00:00,2032-12-10T00:00:00,Non,CARRIERE DU CAP ROMARIN MARBRE,87531,42.988712,3.026482,Cap Romarin,0006600252,,Oui,Calcaire,AP de d'extension/renouvellement,420,155000
VIVES,2046,2016-10-13T00:00:00,2046-10-13T00:00:00,Non,BRIQUETERIE STE MARCELLE FITE COLOMINE,87534,42.52015848184247,2.7765479035745466,Soula de l'Armade,0006601538,Tuiles et briques,Oui,Roches argileuses (argiles),AP de renouvellement,150,
BAIXAS,2033,2017-11-16T00:00:00,,Non,CARRIERES DE FRANCE,87533,42.76017801496448,2.8071221312243892,Les Esperes,0006601372,,Oui,Calcaire,AP de changement d'exploitant,,
PROISY,2038,2019-12-06T00:00:00,2038-12-06T00:00:00,Non,SUEZ RV NORD EST,87541,49.900227,3.757194,La Potasse et Le Bois de la Charmoise,0005104416,Céramique,Oui,Roches argileuses (argiles),AP de d'extension/renouvellement,25000,754000
FRESNOY-LE-GRAND,2034,2023-12-14T00:00:00,2034-07-19T00:00:00,Non,LV CALCAIRE,87551,49.94762494116369,3.395633423668317,La Vallée de Beauregard,0005104550,Calcaire (PO),Oui,Craie,AP de renouvellement,263.11,202395
CHEVRESIS-MONCEAU,2032,2017-12-27T00:00:00,2032-12-27T00:00:00,Non,LVM-TP,87564,49.758978,3.620925,Le Long Bois,0005102725,Calcaire (PO),Oui,Craie,AP de renouvellement,,
CHATILLON-LES-SONS,2032,2023-12-14T00:00:00,2032-12-03T00:00:00,Non,LV CALCAIRE,87566,49.779456,3.695289,La Borne Trouée - La Bouloire,0005102722,"Agriculture, Calcaire (PO)",Oui,Craie,AP de renouvellement,87.28,67100
MORZINE,2037,2007-06-21T00:00:00,2037-06-21T00:00:00,Non,L'ARDOISIÈRE DES 7 PIEDS,87401,46.188569,6.732344,L'Adroit des Meuniers,0006101866,Ardoise (PO),Oui,Schiste ardoisier,AP de d'extension/renouvellement,20,
AUDIGNY,2025,2005-06-29T00:00:00,2025-06-29T00:00:00,Non,ÉTABLISSEMENT GRUSELLE ET FILS,87570,49.862939,3.651065,La Vallée Marguerite,0005102639,"Agriculture, Calcaire (PO)",Oui,Craie,AP de d'extension/renouvellement,600,
LANTOSQUE,,2019-01-31T00:00:00,,Oui,SATMA,87575,43.96091341799297,7.298566497706693,"Le Raou, Saint-George, Flame, Berre",0006401195,Ciment,Oui,Gypse et anhydrite,AP de changement d'exploitant,,
TENDE,2024,2004-06-02T00:00:00,2024-06-02T00:00:00,Oui,SILICES DE LA ROYA,87576,44.041463,7.574873,Focce,0006402141,Silice pour silicium,Oui,Grès ss,AP de d'extension/renouvellement,300,
MOULEZAN,2045,2015-07-28T00:00:00,2045-07-28T00:00:00,Oui,PIERRE DE TAILLE DU MIDI,87483,43.91460163646837,4.153867087075724,Visseau du Corbeau,0018100043,Calcaire (PO),Oui,Calcaire,AP de d'extension/renouvellement,,
LESQUERDE,2048,2018-01-30T00:00:00,2048-01-30T00:00:00,Oui,BOURNET SERGE ET FILLE,87532,42.799484,2.526465,"Camp d'En Carri, Tarrabeu, La Guichère, Terrière, Prat de Taulière",0006601423,Ciment,Oui,Gypse,AP de d'extension/renouvellement,1500,
COULMIER-LE-SEC,2046,2016-07-11T00:00:00,2046-07-11T00:00:00,Oui,BABOUILLARD MICHEL,87589,47.76469707992454,4.457760542093916,Aux Bouchots des Lanvignes,0005401958,Calcaire (PO),Oui,Calcaire,AP de d'extension/renouvellement,1885,725000
CHAMESSON,2026,2015-12-22T00:00:00,,Non,SOCIETE DES CARRIERES DE LA VIENNE,87599,47.784547,4.537802,"Les Carrières, Les Fontenilles",0005400075,Calcaire (PO),Oui,Calcaire,AP de changement d'exploitant,,
REVEST-SAINT-MARTIN,2028,2008-09-04T00:00:00,2028-09-04T00:00:00,Non,M. JOSEPH BESOZZI,87595,44.01234857218923,5.809105698827232,La Corraïne 221,0006401653,Calcaire (PO),Oui,Calcaire,AP de d'extension/renouvellement,,
MONTMOYEN,2045,2015-01-06T00:00:00,2045-01-06T00:00:00,Non,SCIERIES INDUSTRIELLES DE BOURGOGNE,87602,47.72556,4.767967,Les Closez Gruillet,0005400203,Calcaire (PO),Oui,Calcaire,AP de d'extension/renouvellement,500000,200000
CHANCEAUX,2027,2005-07-13T00:00:00,2027-07-13T00:00:00,Non,SOTARCOT,87604,47.520041,4.698373,En Tarcot,0005400083,Calcaire (PO),Oui,Calcaire,AP de d'extension/renouvellement,,
VILLAINES-EN-DUESMOIS,2025,2015-12-01T00:00:00,,Non,CARRIERES DE LA VIENNE,87607,47.690666,4.539222,Grange Marlet,0005400324,Calcaire (PO),Oui,Calcaire,AP de changement d'exploitant,,
BUFFON,2025,2012-04-23T00:00:00,,Non,SOCIÉTÉ DES CARRIÈRES DE BOURGOGNE (SCB),87608,47.656531,4.28937,En Charibeau (Sud),0005400062,"Granulat, concassé, Calcaire (PO)",Oui,Calcaire,AP de changement d'exploitant,,
BEAUNOTTE,2023,2019-01-31T00:00:00,2023-12-02T00:00:00,Non,SAS SOCIETE NOUVELLE SOGEPIERRE,87609,47.694553,4.727217,"En Poillier, Les Evignolles",0005400035,Calcaire (PO),Oui,Calcaire,AP de renouvellement,,
THORAME-HAUTE,2036,2016-02-04T00:00:00,2036-02-04T00:00:00,Non,ALPES DU SUD MATERIAUX,87612,44.086564,6.568656,"Ravin des Eichalets, Chaudeirolles et Clos Roussin",0006401655,Granulat meuble divers,Oui,"Sable, graviers, galet",AP de d'extension/renouvellement,700,412000
CHATEAUREDON,2044,2014-03-06T00:00:00,2044-03-06T00:00:00,Oui,NEGRO,87613,44.014566,6.229254,"La Blache, La Côte",0006402153,Concassé de roche calcaire,Oui,Calcaire,AP de d'extension/renouvellement,4500,3423000
VALENSOLE,2026,2021-11-09T00:00:00,,Non,CARRIERES ET MATERIAUX SUD-EST (CMSE),87615,43.808666,5.885403,"Les Grandes Marques, Clarency",0006401171,Concassé de roche siliceuse,Oui,Conglomérat,AP de changement d'exploitant,,
POISEUL-LA-VILLE-ET-LAPERRIERE,2045,2015-12-08T00:00:00,2045-12-08T00:00:00,Oui,EUROLAVES PIERRES DE BOURGOGNE,87616,47.586363,4.640719,La Rièpe,0005400231,Calcaire (PO),Oui,Calcaire,AP de renouvellement,,
MEULSON,2022,2021-10-04T00:00:00,,Oui,MARBREK-CMF,87619,47.695994,4.728781,Le Grand Chemin,0005400195,Calcaire (PO),Oui,Calcaire,AP de changement d'exploitant,,
CHASSAGNE-MONTRACHET,2037,2021-09-28T00:00:00,2037-01-16T00:00:00,Oui,POLYCOR France,87621,46.940904,4.722528,Le Clos St Jean,0005400088,Calcaire (PO),Oui,Calcaire,AP de renouvellement,443,
CERVIERES,2048,2018-04-19T00:00:00,2048-04-18T00:00:00,Oui,ROUTIERE DU MIDI,87624,44.874034,6.742477,Clapes du Lasseron,0006401219,Granulat meuble divers,Oui,"Sable, graviers, galet",AP de d'extension/renouvellement,600,300000
SEMOND,2029,2009-06-09T00:00:00,,Non,LIPPIELLO FRERES,87625,47.723637,4.579304,Au Coin des Fossottes,0005401538,Calcaire (PO),Oui,Calcaire,AP de changement d'exploitant,,
GUILLESTRE,2026,1996-01-10T00:00:00,2026-01-10T00:00:00,Non,Société d'Exploitation des Carrières d'Ardoises et de Marbres (SECAM),87626,44.65276,6.66366,"Le Riou Bel, La Lauze",0006401638,,Oui,Marbres,AP de d'extension/renouvellement,,
LAMARGELLE,2035,2005-11-17T00:00:00,2035-11-17T00:00:00,Oui,EUROLAVES PIERRES DE BOURGOGNE,87629,47.521999,4.841427,La Montagne,0005401535,"Concassé de roche calcaire, Calcaire (PO)",Oui,Calcaire,AP d'autorisation,,
CHAMESSON,2046,2021-09-15T00:00:00,2046-09-15T00:00:00,Non,SAS SOCIETE NOUVELLE SOGEPIERRE,87635,47.788931,4.519074,En Pierre Chèvre,0005400076,Calcaire (PO),Oui,Calcaire,AP de d'extension/renouvellement,468,195000
BAIGNEUX-LES-JUIFS,2031,2018-05-03T00:00:00,,Oui,SOCARNOD,87633,47.59012,4.647342,En Faussillard,0005401942,Calcaire (PO),Oui,Calcaire,AP de changement d'exploitant,,
LAZER,2036,2006-12-15T00:00:00,2036-12-15T00:00:00,Oui,PLACOPLATRE,87631,44.338744916306226,5.854062389632991,"Le Pont, Le Devès, Les Jacquets, Dethez et Bas-Champ, Chamalière et Romagène, Sous Ville Vieille, Pijarbaud, Les Gadettes,Combe Charros",0006401223,Ciment,Oui,Gypse,AP de d'extension/renouvellement,,
BUFFON,2046,2016-07-06T00:00:00,2046-07-06T00:00:00,Oui,SAS R.C.C,87636,47.659905,4.290161,En Charibeau,0005400063,Calcaire (PO),Oui,Calcaire,AP de renouvellement,2175,
SEMOND,2039,2009-02-26T00:00:00,2039-02-26T00:00:00,Oui,LES ROCHERS E SAINT MARC,87651,47.721829,4.581555,Au coin des Fossottes,0005401537,Calcaire (PO),Oui,Calcaire,AP de d'extension/renouvellement,,
VILLERS-LA-FAYE,2044,2018-11-15T00:00:00,,Oui,POLYCOR France,87646,47.104337,4.9004,Les Rocherons,0005400333,Calcaire (PO),Oui,Calcaire,AP de changement d'exploitant,,
PUYLOUBIER,2030,2011-08-05T00:00:00,2030-06-30T00:00:00,Oui,MONIER,87639,43.500901,5.647888,Richaume Sud,0006401318,Tuiles et briques,Oui,Roches argileuses (argiles),AP de d'extension/renouvellement,,
SAINT-MARC-SUR-SEINE,2048,2018-07-27T00:00:00,2048-07-27T00:00:00,Non,BABOUILLARD BERNARD,87642,47.706244,4.579647,Buisson La Fleur,0005401943,Calcaire (PO),Oui,Calcaire,AP de d'extension/renouvellement,489.5,222500
MAGNY-LAMBERT,2037,2007-10-26T00:00:00,2037-10-26T00:00:00,Oui,BABOUILLARD BERNARD,87641,47.691659,4.579553,Crais Moriot,0005400158,Calcaire (PO),Oui,Calcaire,AP de renouvellement,,
AIX-EN-PROVENCE,2027,2012-12-28T00:00:00,2027-12-28T00:00:00,Non,SOCIETE NOUVELLE ECT,87656,43.513166,5.369449,"L'Oratoire, les Tuileries, la Poucelle",0006400018,,Oui,Roches argileuses (argiles),AP de d'extension/renouvellement,,
FONTVIEILLE,2049,2019-10-26T00:00:00,2049-11-24T00:00:00,Oui,CARRIERES DE PROVENCE,87658,43.72795,4.745071,Les Taillades,0006401382,Calcaire (PO),Oui,Calcaire,AP de renouvellement,,
COMBLANCHIEN,2043,2016-01-08T00:00:00,,Non,Société d'Entreprise de Travaux Publics (SETP),87659,47.108203425562444,4.912681241970751,Vaucrain - Carrière C,0005400094,"Concassé de roche calcaire, Calcaire (PO)",Oui,Calcaire,AP de changement d'exploitant,,
COMBLANCHIEN,2043,2013-11-20T00:00:00,2043-11-20T00:00:00,Oui,Société d'Entreprise de Travaux Publics (SETP),87661,47.105978,4.90722,Le Plain - Combe aux Renards - Carrière B,0005400097,Calcaire (PO),Oui,Calcaire,AP de d'extension/renouvellement,6972,3182500
POUILLENAY,2035,2020-05-15T00:00:00,2035-10-22T00:00:00,Oui,ROCAMAT,87648,47.496621098782974,4.473960354775395,Le Devant de la Montagne,0005400234,"Concassé de roche calcaire, Calcaire (PO)",Oui,Calcaire,AP de renouvellement,,
COMBLANCHIEN,2043,2020-03-31T00:00:00,,Non,Société d'Entreprise de Travaux Publics (SETP),87663,47.10682631007314,4.903912343261162,Combe de Villers - Carrière A,0005400095,"Concassé de roche calcaire, Calcaire (PO)",Oui,Calcaire,AP de changement d'exploitant,,
BORMES-LES-MIMOSAS,2035,2015-04-27T00:00:00,2035-04-27T00:00:00,Non,SOTEC,87674,43.160749,6.349321,Baguier,0006402075,,Oui,Schiste,AP de d'extension/renouvellement,,
NOD-SUR-SEINE,2030,2000-02-02T00:00:00,2030-02-02T00:00:00,Oui,ROCAMAT,87675,47.766121,4.551371,Haie des Maisons,0005400212,Calcaire (PO),Oui,Calcaire,AP de d'extension/renouvellement,,
MAGNY-LAMBERT,2027,1997-02-20T00:00:00,2027-02-20T00:00:00,Non,SOCIETE GENERALE DES PIERRES ET MARBRES DE BOURGOGNE,87676,47.695441,4.581929,Sur la Brebis Haute,0005400156,Calcaire (PO),Oui,Calcaire,AP de d'extension/renouvellement,,
HANCHES,2025,2005-01-10T00:00:00,2025-02-05T00:00:00,Oui,SOCIETE D'EXPLOITATION DES MATERIAUX DE CARRIERES,87677,48.58431239141015,1.6759512945529356,La Garenne du Frêne,0010002591,Granulat alluvionnaire,Oui,Sables siliceux,AP de d'extension/renouvellement,,
FLAYOSC,2024,2022-11-24T00:00:00,2024-10-03T00:00:00,Non,M. ALAIN SIMON,87678,43.52794,6.338602,Les Tuilières des Imberts,0006401998,Concassé de roche calcaire,Oui,Calcaire,AP de renouvellement,,
NAILLY,2039,2015-03-19T00:00:00,2039-03-19T00:00:00,Oui,BARDAT PHILIPPE,87682,48.212651,3.183897,Les Roulantes Nord,0005400888,"Concassé de roche calcaire, Calcaire (PO)",Oui,Craie,AP de d'extension/renouvellement,,
VENOUSE,2028,1977-07-20T00:00:00,2028-05-27T00:00:00,Non,MIGEON,87683,47.901812,3.696639,Les Vaux Rouges,0005400985,Tuiles et briques,Oui,Roches argileuses (argiles),AP d'autorisation,,
PONTIGNY,2047,2022-08-12T00:00:00,2047-08-12T00:00:00,Non,SAS WIENERBERGER,87685,47.901732,3.709706,Les Audinets,0005400908,Tuiles et briques,Oui,Roches argileuses (argiles),AP de d'extension/renouvellement,111.6,
LIVRY,2039,2014-01-29T00:00:00,2039-01-29T00:00:00,Oui,IMERYS CERAMICS FRANCE,87702,46.76854042734186,3.0967178226717382,La Baravelle,0005400380,"Céramique, Ciment",Oui,"Sables et graviers alluvionnaires, Kaolinite",AP de d'extension/renouvellement,,
SAINT-AMAND-EN-PUISAYE,2035,2005-08-08T00:00:00,2035-08-08T00:00:00,Non,SOLARGIL,87705,47.521595,3.057032,Les Champs Pionneries,0005400414,Pigments / peintures / colorants,Oui,,AP de d'extension/renouvellement,,
TERNANT,2036,2006-03-01T00:00:00,2036-03-01T00:00:00,Oui,PIERRE-GASTON VINCENT,87709,46.762072,3.838069,La Cota,0005400443,"Granulat, concassé, Chaux",Oui,Calcaire,AP de d'extension/renouvellement,300,150000
SAINT-VINCENT-BRAGNY,2039,2019-11-13T00:00:00,2039-11-13T00:00:00,Non,VIPA,87711,46.526545854681146,4.1755699497951255,Le Chevannet,0005400604,Tuiles et briques,Oui,Roches argileuses (argiles),AP de d'extension/renouvellement,576,
SAINT-VINCENT-BRAGNY,2027,2022-10-17T00:00:00,2027-09-22T00:00:00,Non,SAMOF,87712,46.522548,4.158522,Les Hauts de Champeaux,0005400605,Tuiles et briques,Oui,Roches argileuses (argiles),AP de renouvellement,,
CHAGNY,2038,2008-09-19T00:00:00,2038-09-19T00:00:00,Non,SAINT-GOBAIN - TERREAL,87713,46.88731,4.788862,Les Bois de Vittaud,0005400467,Tuiles et briques,Oui,Roches argileuses (argiles),AP de d'extension/renouvellement,,
